"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri May 20 05:49:17 EDT 2022","Fri May 20 05:49:26 EDT 2022","9872","testSuite.MCH","test_sanity","TestShoppingflow","","","test_shoppingflow",""
